ATDNNR,Country,Subdivision,Site,PlotCode,Forest_old,Forest,NewForest,Altitude,Latitude,Longitude,PlotSize,PlotType,DBHmin,N,co-author,Owner/contact
1449,Bolivia,Santa Cruz,La Chonta 29,LCH_29,Southwestern Amazonian Moist Forests,TF,TFPB,,-15.68,-62.77,1,single,10,446,y,"Roel Brienen, Abel Monteagudo"
1450,Bolivia,Santa Cruz,La Chonta 30,LCH_30,Southwestern Amazonian Moist Forests,TF,TFPB,,-15.68,-62.77,1,single,10,453,y,"Roel Brienen, Abel Monteagudo"
1451,Bolivia,Pando,Mabet plot 01,MBT_01,"terra firme, Mixed forest",TF,TFPB,150,-10.07,-65.89,1,single,10,451,y,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1452,Bolivia,Pando,Mabet plot 02,MBT_02,"terra firme, Mixed forest",TF,TFPB,148,-10.05,-65.89,1,single,10,403,y,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1453,Bolivia,Pando,Mabet Plot 04,MBT_04,"terra firme, Mixed forest",TF,TFPB,176,-10.31,-65.55,1,single,10,493,y,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1454,Bolivia,Pando,Mabet plot 05,MBT_05,"terra firme, Mixed forest",TF,TFPB,125,-10.03,-65.63,1,single,10,511,y,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1455,Bolivia,Pando,Mabet plot 06,MBT_06,"terra firme, Mixed forest",TF,TFPB,140,-10.04,-65.64,1,single,10,469,y,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1456,Bolivia,Pando,Mabet plot 07,MBT_07,"terra firme, Mixed forest",TF,TFPB,146,-9.91,-65.74,1,single,10,485,y,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1457,Bolivia,Pando,Mabet plot 08,MBT_08,"terra firme, Mixed forest",TF,TFPB,141,-9.94,-65.75,1,single,10,442,y,"Roel Brienen, Abel Monteagudo, Oliver Phillips"
1458,French Guiana,Camopi,"Rivière Camopi, crique Cacao, plot 2",CAM2,terra firme; past anthr. disturb.,TF,TFGS,,2.36,-53.2,0.4,single,10,200,y,"Daniel Sabatier, Jean-François Molino"
1459,French Guiana,Sinnamary,"Paracou, GUYAFLUX, 1-9",GF1_9,terra firme,TF,TFGS,,5.28,-52.92,0.98,single,10,610,y,"Daniel Sabatier, Jean-François Molino"
1460,French Guiana,Sinnamary,"Paracou, GUYAFLUX, 4-8",GF4_8,terra firme,TF,TFGS,,5.28,-52.92,0.98,single,10,488,y,"Daniel Sabatier, Jean-François Molino"
1461,French Guiana,Saint Elie,"Montagne Plomb, plot 3",MPB3,terra firme,TF,TFGS,,5.03,-52.94,1,single,10,1054,y,"Daniel Sabatier, Jean-François Molino"
1462,French Guiana,Saint Elie,"Montagne Plomb, plot 4",MPB4,terra firme,TF,TFGS,,5.03,-52.94,1,single,10,556,y,"Daniel Sabatier, Jean-François Molino"
1463,French Guiana,Saint Elie,"Montagne Plomb, plot 5",MPB5,terra firme,TF,TFGS,,5.03,-52.94,1,single,10,743,y,"Daniel Sabatier, Jean-François Molino"
1464,French Guiana,Saint Elie,"Montagne Plomb, plot 6",MPB6,terra firme,TF,TFGS,,5,-52.95,1,single,10,518,y,"Daniel Sabatier, Jean-François Molino"
1465,French Guiana,Saint Elie,"Montagne Plomb, plot 7",MPB7,terra firme,TF,TFGS,,5.01,-52.95,1,single,10,471,y,"Daniel Sabatier, Jean-François Molino"
1466,French Guiana,Saint Elie,"Montagne Plomb, plot 8",MPB8,terra firme,TF,TFGS,,4.99,-53,1,single,10,510,y,"Daniel Sabatier, Jean-François Molino"
1467,French Guiana,Saint Georges de l'Oyapock,Piton de l'Armontabo,PIA1,terra firme,TF,TFGS,,3.73,-52.32,1,single,10,538,y,"Daniel Sabatier, Jean-François Molino"
1468,French Guiana,Régina,"Savane roche Virginie, plot1",SRV1,terra firme,TF,TFGS,,4.19,-52.14,1,single,10,485,y,"Daniel Sabatier, Jean-François Molino"
1469,French Guiana,Régina,"Savane roche Virginie, plot2",SRV2,terra firme,TF,TFGS,,4.18,-52.14,1,single,10,511,y,"Daniel Sabatier, Jean-François Molino"
1470,French Guiana,Régina,"Savane roche Virginie, plot3",SRV3,terra firme,TF,TFGS,,4.19,-52.15,1,single,10,668,y,"Daniel Sabatier, Jean-François Molino"
1471,French Guiana,Régina,"Montagne de Kaw, Trésor",TRE1,terra firme,TF,TFGS,,4.61,-52.28,1,single,10,443,y,"Daniel Sabatier, Jean-François Molino, Hans ter Steege"
1472,French Guiana,St Laurent du Maroni,Acarouany,A11,Evergreen lowland tropical forest on a terra firme plateau bluff above Acarouany Creek.,TF,TFGS,,5.54,-53.81,1,single,10,442,y,"Christopher Baraloto, Jerome Chave, Julien Engel, Pascal Petronelli"
1473,French Guiana,St Laurent du Maroni,BAFOG,B4,Evergreen lowland tropical forest on a terra firme plateau near St. Laurent du Maroni that was selectively logged in early 1900s.,TF,TFGS,,5.49,-53.99,1,single,10,576,y,"Christopher Baraloto, Jerome Chave, Julien Engel, Pascal Petronelli"
1474,French Guiana,St Laurent du Maroni,LaussatC2,LST2,Evergreen lowland tropical forest on a terra firme plateau with extreme podzolization and white sand to 4m depth,PZ,PZ,,5.48,-53.6,1,single,10,576,y,"Christopher Baraloto, Julien Engel, Pascal Petronelli"
1475,French Guiana,Régina,Saut Lavilette,LV1,Evergreen lowland tropical forest on a terra firme plateau bluff above Mataroni Creek near the Lavilette rapids.,TF,TFGS,,4.15,-52.2,1,single,10,581,y,"Christopher Baraloto, Jerome Chave, Julien Engel, Pascal Petronelli"
1477,French Guiana,Régina,Nouragues-11L,NL11,"Evergreen lowland tropical forest on a terra firme plateau (grand plateau) on granite substrate, adjacent to liana forest",TF,TFGS,,4.07,-52.69,1,single,10,508,y,"Christopher Baraloto, Jerome Chave, Julien Engel, Pascal Petronelli"
1478,French Guiana,Sinnamary,Paracou-06,P006,Evergreen lowland tropical forest on a terra firme plateau with lateral drainage.,TF,TFGS,,5.27,-52.93,1,single,10,632,y,"Christopher Baraloto, Jerome Chave, Julien Engel, Pascal Petronelli"
1479,French Guiana,Régina,TibourouC5,TIB5,Evergreen lowland tropical forest on a terra firme plateau with lateral drainage.,TF,TFGS,,4.4,-52.28,1,single,10,428,y,"Christopher Baraloto, Julien Engel, Pascal Petronelli"
1480,Peru,Madre de Dios,Boca Manu 4-ha floodplain plot,MNU_BOCA,FL,VA,VA,,-12.26,-70.92,4,single,10,2349,y,"John Terborgh, Nigel Pitman"
1481,Peru,Madre de Dios,Amigos CM3 floodplain 1 (Bajio),AMIG_01,mature floodplain forest,VA,VA,,-12.51,-70.12,1,single,10,551,y,"César Vela, Therany Gonzales"
1482,Peru,Madre de Dios,Amigos CM3 floodplain 2 (Bambu),AMIG_02,bamboo patch in floodplain forest,VA,VA,,-12.53,-70.13,1,single,10,307,y,"César Vela, Therany Gonzales"
1483,Peru,Madre de Dios,Amigos Cocha Lobo floodplain,AMIG_03,mature floodplain forest,VA,VA,,-12.57,-70.08,1,single,10,679,y,"César Vela, Therany Gonzales"
1484,French Guiana,Sinnamary,"Piste de St Elie, Ps1",SPM,Mono-dominant forest,TF,TFGS,,5.27,-53.05,1,single,10,614,y,"Daniel Sabatier, Émile Fonty, Jean-François Molino"
1485,French Guiana,Sinnamary,"Piste de St Elie, Ps2",SPQ,Mono-dominant forest,TF,TFGS,,5.27,-53.05,1,single,10,501,y,"Daniel Sabatier, Émile Fonty"
1487,French Guiana,Régina,"Montagne des Chevaux, Cs1",SPP,Mono-dominant forest,TF,TFGS,,4.71,-52.27,1,single,10,527,y,"Daniel Sabatier, Émile Fonty"
1488,French Guiana,Régina,"Montagne des Chevaux, Cs2",SPN,Mono-dominant forest,TF,TFGS,,4.71,-52.27,1,single,10,509,y,"Daniel Sabatier, Émile Fonty"
1490,Peru,Loreto,Matses,PF_MAT,PZ,PZ,PZ,,-5.86,-73.75,0.1,single,5,328,y,Paul Fine
1492,Brazil,Pará,"Parauapebas, Carajás, Maciço de Carajás",PARAU_PCQ,TF,TF,TFBS,,-6.13,-50.22,0.5,PCQ,10,591,n,Rafael Salomão
1493,Peru,Loreto,Buenavista swamp,BVI_SW,swamp,SW,SW,,-4.85,-73.39,0.5,single,10,324,y,"Nigel Pitman, Corine Vriesendorp, Roosevelt García"
1494,Peru,Loreto,Fundo Gagliardi,FUN_GAG,TF,TF,TFPB,,-4.66,-72.07,1,single,10,497,y,Manuel Ahuite
1495,Peru,Loreto,Lago Preto,LAG_PR,TF,TF,TFPB,,-4.46,-71.75,0.2,single,10,100,y,Roosevelt García
1505,Brazil,Amazonas,"Clareira 6, Oleoduto do Rio Tefe",ORT_C6,TF,TF,TFPB,,-4.7,-65.42,1,single,10,677,y,Carlos Peres
1507,Brazil,Amazonas,Oleoduto Tefe Pipeline I,ORT_P1,TF,TF,TFPB,,-4.7,-65.38,1,single,10,733,y,Carlos Peres
1514,Brazil,Amazonas,BR319-M02_TN_0500,IPM_20,TF,TF,TFPB,50,-3.69,-60.33,1,single,10,397,y,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1515,Brazil,Amazonas,BR319-M02_TN_1500,IPM_22,TF,TF,TFPB,44,-3.68,-60.32,1,single,10,386,y,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1516,Brazil,Amazonas,BR319-M02_TN_4500,IPM_28,TF,TF,TFPB,44,-3.67,-60.3,1,single,10,353,y,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1517,Brazil,Amazonas,BR319-M04_TN_0500,IPM_43,TF,TF,TFPB,48,-4.38,-60.94,1,single,10,520,y,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1518,Brazil,Amazonas,BR319-M04_TN_3500,IPM_46,TF,TF,TFPB,46,-4.4,-60.92,1,single,10,504,y,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1519,Brazil,Amazonas,BR319-M05_TN_(-)0500,IPM_21,TF,TF,TFPB,,-4.62,-61.24,1,single,10,372,y,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1520,Brazil,Amazonas,BR319-M05_TN_1500,IPM_55,TF,TF,TFPB,51,-4.6,-61.26,1,single,10,452,y,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1521,Brazil,Amazonas,BR319-M06_TN_(-)0500,IPM_26,TF,TF,TFPB,61,-4.98,-61.57,1,single,10,455,y,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1522,Brazil,Amazonas,BR319-M06_TN_0500,IPM_27,TF,TF,TFPB,50,-4.99,-61.56,1,single,10,363,y,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1523,Brazil,Amazonas,BR319-M06_TN_1500,IPM_62,TF,TF,TFPB,57,-4.99,-61.56,1,single,10,329,y,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1524,Brazil,Amazonas,BR319-M06_TN_2500,IPM_63,TF,TF,TFPB,58,-5,-61.55,1,single,10,426,y,"Thaiane Sousa, Lorena Rincón, Flávia Costa, Juliana Schietti"
1529,Brazil,Amazonas,Curubena T1,CURU_T1,TF,TF,TFPB,,-4.26,-68.46,1,single,20,227,y,Charles Eugene Zartman
1530,Brazil,Amazonas,Curubena T2,CURU_T2,TF,TF,TFPB,,-4.26,-68.48,1,single,20,231,y,Charles Eugene Zartman
1531,Brazil,Amazonas,Mutum T1,MUTU_T1,TF,TF,TFPB,,-5.44,-69.01,1,single,20,293,y,Charles Eugene Zartman
1532,Brazil,Amazonas,Mutum T2,MUTU_T2,TF,TF,TFPB,,-5.44,-69.03,1,single,20,289,y,Charles Eugene Zartman
1533,Brazil,Amazonas,Pardel T1,PARD_T1,TF,TF,TFPB,,-4.04,-67.82,1,single,20,224,y,Charles Eugene Zartman
1534,Brazil,Amazonas,Pardel T2,PARD_T2,TF,TF,TFPB,,-4.04,-67.84,1,single,20,261,y,Charles Eugene Zartman
1535,Brazil,Amazonas,Pira T1,PIRA_T1,TF,TF,TFPB,,-4.7,-68.37,1,single,20,409,y,Charles Eugene Zartman
1536,Brazil,Amazonas,Pira T2,PIRA_T2,TF,TF,TFPB,,-4.7,-68.39,1,single,20,285,y,Charles Eugene Zartman
1537,Bolivia,Santa Cruz,"Ottavio Ranch, plot 1",OTT_01,"terra firme, Mixed forest",TF,TFBS,442,-16.39,-61.21,1,single,10,451,y,"Luzmilla Arroyo, Jon Lloyd, Daniel Villarroel"
1538,Bolivia,Santa Cruz,"Ottavio Ranch, Bolivia, plot 3, cerradao forest",OTT_03,"terra firme, Mixed forest",TF,TFBS,451,-16.42,-61.19,1,single,10,273,y,"Ted Feldpausch, Jon Lloyd, Oliver Phillips, Daniel Villarroel"
1539,Peru,Ucayali,Reserva Comunal El Sira: Llano Amazonico,RCS_05,"terra firme, Mixed forest",TF,TFPB,251,-9.62,-74.93,1,single,10,595,y,"Abel Monteagudo, Luis Valenzuela Gamarra, Oliver Phillips"
1540,Venezuela,Amazonas,"Puerto Ayacucho, Venezia 2.1",PTA_01,Mixed forest,TF,TFGS,90,5.11,-67.74,1,single,10,501,y,"Gerardo Aymard, Oliver Phillips"
1541,Venezuela,Amazonas,"Puerto Ayacucho, La Moralita 1",PTA_02,Mixed forest,TF,TFGS,,5.84,-67.45,1,single,10,436,y,"Gerardo Aymard, Oliver Phillips"
1542,Venezuela,Amazonas,"Puerto Ayacucho, Venezia 1.1",PTA_03,Mixed forest,TF,TFGS,90,5.11,-67.74,1,single,10,594,y,"Gerardo Aymard, Oliver Phillips"
1543,Venezuela,Amazonas,"Puerto Ayacucho, Pozo Cristal",PTA_04,Mixed forest,TF,TFPB,77,5.84,-67.49,1,single,10,408,y,"Gerardo Aymard, Oliver Phillips"
1544,Venezuela,Amazonas,Cerro Neblina Gentry,CNG_01,"terra firme, Mixed forest",PZ,PZ,140,0.83,-66.17,1,single,10,535,y,Oliver Phillips
1545,Brazil,Amazonas,Abelha 1,PIT_01,TF,TF,TFGS,,-0.6,-59.81,0.25,single,10,139,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1546,Brazil,Amazonas,Abelha 2,PIT_02,TF,TF,TFGS,,-0.6,-59.8,0.25,single,10,130,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1547,Brazil,Amazonas,Abelha 24,PIT_03,TF,TF,TFGS,,-0.62,-59.74,0.25,single,10,170,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1548,Brazil,Amazonas,Abelha 3,PIT_04,TF,TF,TFGS,,-0.59,-59.77,0.25,single,10,148,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1549,Brazil,Amazonas,Abelha 4,PIT_05,TF,TF,TFGS,,-0.61,-59.77,0.25,single,10,136,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1550,Brazil,Amazonas,Abelha 5,PIT_06,TF,TF,TFGS,,-0.62,-59.75,0.25,single,10,145,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1551,Brazil,Amazonas,Abelha 6,PIT_07,TF,TF,TFGS,,-0.64,-59.76,0.25,single,10,126,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1552,Brazil,Amazonas,Abelha 7,PIT_08,TF,TF,TFGS,,-0.65,-59.79,0.25,single,10,174,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1553,Brazil,Amazonas,Abelha 8,PIT_09,TF,TF,TFGS,,-0.63,-59.81,0.25,single,10,160,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1554,Brazil,Amazonas,Abelha 9,PIT_10,TF,TF,TFGS,,-0.62,-59.84,0.25,single,10,161,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1555,Brazil,Amazonas,Esperança 13,PIT_11,TF,TF,TFGS,,-0.62,-59.87,0.25,single,10,147,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1556,Brazil,Amazonas,Esperança 14,PIT_12,TF,TF,TFGS,,-0.6,-59.88,0.25,single,10,152,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1557,Brazil,Amazonas,Esperança 15,PIT_13,TF,TF,TFGS,,-0.58,-59.88,0.25,single,10,147,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1558,Brazil,Amazonas,Esperança 16,PIT_14,TF,TF,TFGS,,-0.56,-59.85,0.25,single,10,135,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1559,Brazil,Amazonas,Esperança 17,PIT_15,TF,TF,TFGS,,-0.58,-59.75,0.25,single,10,133,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1560,Brazil,Amazonas,Esperança 18,PIT_16,TF,TF,TFGS,,-0.57,-59.74,0.25,single,10,115,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1561,Brazil,Amazonas,Queixada 10,PIT_17,TF,TF,TFGS,,-0.63,-59.88,0.25,single,10,138,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1562,Brazil,Amazonas,Queixada 11,PIT_18,TF,TF,TFGS,,-0.66,-59.89,0.25,single,10,124,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1563,Brazil,Amazonas,Queixada 12,PIT_19,TF,TF,TFGS,,-0.64,-59.88,0.25,single,10,179,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1564,Brazil,Amazonas,Serra 19,PIT_20,TF,TF,TFGS,,-0.57,-59.73,0.25,single,10,146,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1565,Brazil,Amazonas,Serra 20,PIT_21,TF,TF,TFGS,,-0.59,-59.73,0.25,single,10,152,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1566,Brazil,Amazonas,Serra 21,PIT_22,TF,TF,TFGS,,-0.61,-59.73,0.25,single,10,183,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1567,Brazil,Amazonas,Serra 22,PIT_23,TF,TF,TFGS,,-0.6,-59.71,0.25,single,10,136,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1568,Brazil,Amazonas,Serra 23,PIT_24,TF,TF,TFGS,,-0.62,-59.73,0.25,single,10,158,y,"Charles Eugene Zartman, Henrique Eduardo Mendonça Nascimento"
1569,Brazil,Roraima,PPBio Virua Parcela L01-2500,Virua_01_2500, Campinarana Florestada. Inundável,PZ,IG,,1.49,-61.02,1,single,10,355,y,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1570,Brazil,Roraima,PPBio Virua Parcela L01-4500,Virua_01_4500, Campinarana Florestada. Inundável,PZ,IG,,1.49,-61.04,1,single,10,467,y,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1571,Brazil,Roraima,PPBio Virua Parcela L02-3500,Virua_02_3500, Campinarana Florestada. Inundável,PZ,IG,,1.48,-61.03,1,single,10,367,y,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1572,Brazil,Roraima,PPBio Virua Parcela L02-4500,Virua_02_4500, Campinarana Florestada. Inundável,PZ,IG,,1.48,-61.04,1,single,10,406,y,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1573,Brazil,Roraima,PPBio Virua Parcela L04-500,Virua_04_500, Campinarana Florestada,PZ,PZ,,1.46,-61.01,1,single,10,251,y,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1574,Brazil,Roraima,PPBio Virua Parcela L05-1500,Virua_05_1500, Campinarana Florestada. Inundável,PZ,IG,,1.45,-61.02,1,single,10,309,y,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1575,Brazil,Roraima,PPBio Virua Parcela L05-2500,Virua_05_2500, Campinarana Arborizada,PZ,PZ,,1.45,-61.02,1,single,10,347,y,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1576,Brazil,Roraima,PPBio Virua Parcela L05-3500,Virua_05_3500, Campinarana Florestada,PZ,PZ,,1.45,-61.03,1,single,10,577,y,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1577,Brazil,Roraima,PPBio Virua Parcela L05-4500,Virua_05_4500, Campinarana Arborizada,PZ,PZ,,1.45,-61.04,1,single,10,144,y,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1578,Brazil,Roraima,PPBio Virua Parcela L05-500,Virua_05_500, Campinarana Florestada,PZ,PZ,,1.45,-61.01,1,single,10,261,y,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1579,Brazil,Roraima,PPBio Virua Parcela L06-1500,Virua_06_1500, Campinarana Florestada,PZ,PZ,,1.44,-61.02,1,single,10,445,y,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1580,Brazil,Roraima,PPBio Virua Parcela L06-2500,Virua_06_2500, Campinarana Arborizada,PZ,PZ,,1.44,-61.02,1,single,10,115,y,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1581,Brazil,Roraima,PPBio Virua Parcela L06-4500,Virua_06_4500, Campinarana Arborizada,PZ,PZ,,1.44,-61.04,1,single,10,211,y,"Gabriel Damasco, Carolina Castilho, Alberto Vicentini"
1582,Brazil,Amapá,"Lower Rio Jari, Plot 1",RJARI_01,Tidal clear-water Igapo,IG,VA,0,-1.1,-52.34,1,single,10,662,y,"Florian Wittmann, Marcelo Veiga Carim, Maite Piedade"
1583,Brazil,Amapá,"Lower Rio Jari, Plot 2",RJARI_02,Tidal clear-water Igapo,IG,VA,0,-1.07,-52.36,1,single,10,741,y,"Florian Wittmann, Marcelo Veiga Carim, Maite Piedade"
1584,Brazil,Amapá,"Lower Rio Jari, Plot 3",RJARI_03,Tidal clear-water Igapo,IG,VA,0,-1.12,-52.34,1,single,10,233,y,"Florian Wittmann, Marcelo Veiga Carim, Maite Piedade"
1585,Brazil,Pará,Lower Rio Paru,RPARU_01,Tidal clear-water Igapo,IG,IG,0,-1.4,-52.83,1,single,10,556,y,"Florian Wittmann, Maite Piedade"
1586,Brazil,Pará,Tapajos River,RTAP_04,Clear-water igapo,IG,IG,20,-4.05,-55.62,1,single,10,565,y,"Jochen Schongart, Bruno Cintra, Florian Wittmann, Maite Piedade"
1587,Brazil,Pará,Cupari-Tapajos River,CUPARI,Clear-water igapo,IG,IG,20,-3.74,-55.4,1,single,10,477,y,"Jochen Schongart, Bruno Cintra, Maite Piedade"
1600,Brazil,Amazonas,RDS Uatumã Plot TF1,RDS_TF1,TF Plateau (130 m asl),TF,TFGS,130,-2.14,-59,1,single,10,520,y,"Florian Wittmann, Jochen Schongart, Bruno Cintra, Maite Piedade"
1601,Brazil,Amazonas,RDS Uatumã Plot TF2,RDS_TF2,TF Plateau (130 m asl),TF,TFGS,130,-2.14,-58.99,1,single,10,644,y,"Florian Wittmann, Jochen Schongart, Bruno Cintra, Maite Piedade"
1602,Brazil,Amazonas,RDS Uatumã Plot TF3,RDS_TF3,TF Plateau (130 m asl),TF,TFGS,130,-2.13,-59.01,1,single,10,624,y,"Florian Wittmann, Jochen Schongart, Bruno Cintra, Maite Piedade"
1603,Brazil,Amazonas,RDS Uatumã Plot TF4,RDS_TF4,TF fluvial terrace (60-70 asl),TFPV,TFGS,65,-2.21,-59.03,1,single,10,516,y,"Florian Wittmann, Jochen Schongart, Maite Piedade"
1604,Brazil,Amazonas,RDS Uatumã Plot TF5,RDS_TF5,TF fluvial terrace (60-70 asl),TFPV,TFGS,65,-2.22,-59.03,1,single,10,483,y,"Florian Wittmann, Jochen Schongart, Maite Piedade"
1605,Brazil,Amazonas,RDS Uatumã Plot TF6,RDS_TF6,TF fluvial terrace (60-70 asl),TFPV,TFGS,65,-2.23,-59.03,1,single,10,493,y,"Florian Wittmann, Jochen Schongart, Maite Piedade"
1606,Brazil,Pará,Novo Progresso 1,NOPRO_01,Terra Firme,TF,TFBS,,-6.32,-55.78,1,single,10,480,y,Dário Dantas do Amaral
1607,Brazil,Pará,Novo Progresso 2,NOPRO_02,Terra Firme,TF,TFBS,,-6.31,-55.78,1,single,10,471,y,Dário Dantas do Amaral
1608,Brazil,Pará,Novo Progresso 3,NOPRO_03,Alluvial,VA,IG,,-6.32,-55.78,1,single,10,490,y,Dário Dantas do Amaral
1609,Brazil,Pará,Novo Progresso 4,NOPRO_04,Igapó,IG,IG,,-6.31,-55.78,1,single,10,450,y,Dário Dantas do Amaral
1610,Brazil,Pará,Tucurui plot 1,TUCURUI_01,Floresta aberta com cipos e palmeiras,TF,TFBS,,-4.37,-49.59,1,single,10,888,y,Dário Dantas do Amaral
1611,Brazil,Pará,Tucurui plot 2,TUCURUI_02,Floresta aberta com cipos e palmeiras,TF,TFBS,,-4.37,-49.58,1,single,10,470,y,Dário Dantas do Amaral
1612,Brazil,Pará,Tucurui plot 3,TUCURUI_03,Floresta aberta com cipos e palmeiras,TF,TFBS,,-4.26,-49.47,1,single,10,420,y,Dário Dantas do Amaral
1613,Brazil,Pará,Tucurui plot 4,TUCURUI_04,Floresta aberta com cipos e palmeiras,TF,TFBS,,-4.23,-49.52,1,single,10,411,y,Dário Dantas do Amaral
1614,Brazil,Pará,Serra do Pardo_Xingu,PARXIN_01,Floresta ombrófila aberta sub-montana com palmeira,TF,TFBS,,-5.89,-52.8,1,single,10,271,y,Dário Dantas do Amaral
1615,Brazil,Pará,Flona Altamira,FLOALT_01,Floresta ombróla densa,TF,TFBS,,-5.64,-55.48,1,single,10,327,y,Dário Dantas do Amaral
1616,Bolivia,Beni,Estacion Biologica del Beni,BENI_01,Riverine forest,VA,VA,,-14.78,-66.34,1,single,10,593,y,Jim Comiskey
1617,Bolivia,Beni,Estacion Biologica del Beni,BENI_02,Riverine forest,VA,VA,,-14.77,-66.35,1,single,10,558,y,Jim Comiskey
1618,Bolivia,Beni,Estacion Biologica del Beni,BENI_03,Forest island,TF,TFPB,,-14.84,-66.34,1,single,10,414,y,Jim Comiskey
1619,Bolivia,Beni,Estacion Biologica del Beni,BENI_04,Savanna woodland,TF,TFPB,,-14.87,-66.33,1,single,10,438,y,Jim Comiskey
1620,Bolivia,Beni,Estacion Biologica del Beni,BENI_05,Terra firme,TF,TFPB,,-14.76,-66.34,1,single,10,449,y,Jim Comiskey
1621,Bolivia,Beni,Estacion Biologica del Beni,BENI_06,Savanna woodland,TF,TFPB,,-14.86,-66.33,1,single,10,209,y,Jim Comiskey
1622,Bolivia,Beni,Estacion Biologica del Beni,BENI_07,Forest island,TF,TFPB,,-14.86,-66.32,1,single,10,580,y,Jim Comiskey
1623,Bolivia,Beni,Estacion Biologica del Beni,BENI_08,Forest island,TF,TFPB,,-14.85,-66.34,1,single,10,382,y,Jim Comiskey
1624,Bolivia,Beni,Estacion Biologica del Beni,BENI_09,Terra firme,TF,TFPB,,-14.73,-66.32,1,single,10,557,y,Jim Comiskey
1625,Bolivia,Beni,Estacion Biologica del Beni,BENI_10,Terra firme,TF,TFPB,,-14.89,-66.59,1,single,10,673,y,Jim Comiskey
1626,Bolivia,Beni,Estacion Biologica del Beni,BENI_11,Savanna woodland,TF,TFPB,,-14.85,-66.36,1,single,10,601,y,Jim Comiskey
1627,Bolivia,Beni,Estacion Biologica del Beni,BENI_12,Terra firme,TF,TFPB,,-14.64,-66.06,1,single,10,497,y,Jim Comiskey
1628,Bolivia,Beni,Estacion Biologica del Beni,BENI_13,Riverine forest,VA,VA,,-14.74,-66.27,1,single,10,415,y,Jim Comiskey
1629,Bolivia,Beni,Estacion Biologica del Beni,BENI_14,Terra firme,TF,TFPB,,-14.74,-66.56,1,single,10,463,y,Jim Comiskey
